url,date,headline,article
https://io.tsu.ru/k21center/tpost/1g1odtxnp1-shkolniki-poprobovali-sebya-v-roli-issle,01.11.2023,Школьники попробовали себя в роли исследователей в ТГУ,"В конце октября в Томском государственном университете прошел Всероссийский чемпионат «ТАПИР»: его главная задача — приобщение школьников к культуре проектно-исследовательской деятельности в университетской среде. В чемпионате 2023 года приняли участие 138 школьников — ученики 5-11 классов из Томска, Северска, Горно-Алтайска, Стрежевого, Белого Яра, Каргаска, Кисловки и Поротниково.Организатором выступил Центр развития современных компетенций ТГУ при поддержке Томского регионального центра развития талантов «Пульсар». Провести чемпионат помогли студенты и преподаватели ТГУ, ТПУ и ТГПУ, сотрудники институтов и лабораторий СО РАН. Участников ТАПИРа ждали два этапа конкурса. На первом, дистанционном этапе школьники решали тест на общую научную грамотность и снимали научно-популярные ролики на разные темы — от истории развития авиации до сложных вопросов в области пресечения права и морали. Затем ребята собрались в ТГУ на очном туре. Перед началом очного тура чемпионата школьники встретились с настоящими исследователями из различных научных направлений, работающими в университете.Мария Абрамова, руководитель Центра социологии образования Института образования ТГУ, рассказала о социологии как науке. На примере результатов работы центра и совместной зеркальной лаборатории Томского госуниверситета и Высшей школы экономики, занимающейся изучением образовательной успешности студентов вузов, Мария Олеговна продемонстрировала возможности социологических исследований. Научный сотрудник лаборатории философии образования ИО ТГУ Павел Домбровский начал свою лекцию для школьников с вопроса о том, что же такое социогуманитарные науки. Благодаря его выступлению участники ТАПИРа узнали об истории этих наук и о том, чем они отличаются друг от друга и от других научных сфер. Павел дал определение функций и инструментария соцгума, отметил особенности работы с источниками в таких науках как психология, философия, политология и др. Аналитик Института образования ТГУ София Безукладникова выступила с научно-популярной лекцией о том, что такое метод исследований и какие методы могут применяться в социогуманитарных науках. Для решения школьниками в рамках ТАПИРа было подготовлено 9 задач в трех треках: социо-гуманитарном, техническом и естественнонаучном. В других треках школьники изучали биомеханику бега, разрабатывали прибор для измерения температуры вечной мерзлоты, занимались прикладной лингвистикой. Также участники чемпионата могли посетить мастер-классы, где эксперты подробно рассказывали о направлениях конкурса, о правилах создания научной работы и ее представления на публике. Очный тур ТАПИРа продлился три дня. В заключительный день прошла презентация работ. Победителей выбирали в каждом из треков чемпионата, в старшей (9-11 класс) и младшей (5-8 класс) лигах. Участников наградили за достижения как в очном, так и в дистанционном этапах."
https://io.tsu.ru/sociologyofeducationcentre/tpost/nktdhkfoh1-vipusknik-i-rabotodatel-kak-naiti-tochki,30.10.2023,Выпускник и работодатель: как найти точки соприкосновения,"Мария Абрамова, руководитель Центра социологии образования ТГУ, выступила экспертом в дискуссии по проблемам кадрового рынка. В дискуссии «Персонал, где он? Какой он? Проблемы с кадрами в Томске» приняли участие владельцы малого и среднего бизнеса в Томске — представители 24 компаний. Среди проблем томского рынка труда обсудили общее ухудшение ситуации с кадрами, незаинтересованность в трудоустройстве новых сотрудников, падение качества труда и неясность мотивов работников («чего хочет сам кандидат?»). Мария Абрамова, директор Центра социологии образования Института образования ТГУ, руководитель зеркальной лаборатории с НИУ ВШЭ, рассказала об исследованиях студентов, которые ведутся в рамках нескольких проектов. Мария Олеговна обозначила основные траектории студентов от университета к работодателю, зафиксировала проблемы участия работодателей в процессе обучения и оценке результативности. Доклад вызвал большой интерес и множество откликов, тема доклада оказалась полезной для работодателей. Слушатели задавали множество вопросов: про позицию студентов на рынке труда и взаимодействие с университетами, про отношение молодежи к трудовым обязанностям, про то, как смотрят сегодняшние студенты на поиск работы и трудоустройство. Дискуссия прошла 12 октября, ее организатором выступил томский клуб предпринимателей «Люди дела». Спикеры: Андрей Латышев (бизнес-тренер, разработчик образовательных программ, эксперт в области оценки персонала), Мария Абрамова (директор Центра социологии образования института образования НИ ТГУ), Валерия Погодаева (бизнес-тренер, специалист по психологии переговоров)."
https://io.tsu.ru/sociologyofeducationcentre/tpost/njmvjxasx1-vuzi-uniko-obsudili-transformatsiyu-obra,05.10.2023,Вузы УНИКО обсудили трансформацию образования с учетом запросов рынка труда,"Эксперты Института образования ТГУ представили свои исследования и опыт трансформации российского высшего образования на Всероссийской дискуссионной площадке «Лучшие образовательные практики: механизмы преодоления разрывов с рынком труда». Мероприятие состоялось 28–29 сентября в СПбПУ Петра Великого при поддержке Минобрнауки России в рамках сетевого проекта «Университетская национальная инициатива качества образования» (УНИКО) и программы «Приоритет-2030».Участники дискуссии обсудили построение новой системы высшего образования с учетом запросов современного рынка труда, проектирование образовательных программ по заказу партнеров-работодателей и вовлечение работодателей в разработку внутренней системы оценки качества образования в вузе.Елена Суханова, директор ИО ТГУ и заместитель проректора по образовательной деятельности, рассказала в СПбПУ о модели новой системы высшего образования, разработанной в рамках пилотного проекта Томским государственным университетом. На площадке, посвященной партнерству вузов с работодателями, Марина Отт, руководитель отдела сопровождения инновационных образовательных проектов ИО ТГУ, представила модели взаимодействия ТГУ и работодателей на основе кейсов образовательных программ пилотного проекта. Эксперт ИО ТГУ, советник генерального директора АНО «Национальное агентство развития квалификаций» Александра Серова выступила с сообщением «Открытость образовательных программ как фактор выстраивания взаимодействия с рынком труда».На другой секции эксперты обсуждали вовлечение работодателей в систему оценки качества образовательных программ. Мария Абрамова, руководитель Центра социологии образования ТГУ, рассказала о том, какую траекторию проходит студент от поступления в вуз до встречи с работодателем. Они отметила, что на этом пути существуют определенные точки напряжения, которые важно исследовательски изучать, чем и занимается Центр социологии образования ТГУ."
https://io.tsu.ru/k21center/tpost/yl9gibxgz1-studenti-bolshogo-universiteta-prokachiv,04.10.2023,Студенты Большого университета прокачивают софт скиллз в ТГУ,"Креативность, коммуникацию и другие полезные в современном мире гибкие навыки (soft skills) развивают студенты Большого университета Томска на мероприятиях, которые организует для них Центр развития современных компетенций (ЦРСК) ТГУ.В сентябре томские студенты приняли участие в Марафоне инженерного проектирования «Куб и Шар: Студенты» и Малой студенческой Ассамблее «Профессии будущего». Оба события прошли впервые. Марафон «Куб и Шар» состоялся 20 и 21 сентября. Студенты выполняли задания по совместному конструированию и проектированию с помощью конструктора-лабиринта Cuboro. Из деревянных кубиков с отверстиями и углублениями участники строили трассы для стеклянного шарика. Необходимо было построить трассу-туннель определенным образом. Например, так, чтобы шарик прокатился в одном месте максимальное количество раз. С каждым турниром задачи усложнялись. Так, в «Тетрис-эстафете» участники собирали лабиринт по одному кубику, подходя к столу по очереди: при этом можно было совершить только одно действие за ход. За два дня марафона студенты решили 8 конструкторских задач. Малая студенческая Ассамблея «Профессии будущего» прошла с 28 по 30 сентября. Подобное мероприятие для школьников имеет почти 20-летнюю историю, но сейчас Ассамблея впервые была организована для студентов. На Ассамблее участники, студенты вузов Большого университета и Томского педагогического колледжа, получили задания от представителей реального сектора экономики. Ребята разрабатывали модель решения проблемы и пробовали ее реализовать. Например, команда «Планёрка», которая стала победителем Ассамблеи, работала над созданием плана продвижения «умного дома». Осваивать новые навыки студентам помогали эксперты-предприниматели, заинтересованные во взаимодействии бизнеса и образования. Участвуя в деловой игре, студенты пробовали себя в различных образовательных, предпринимательских и социальных практиках."
https://io.tsu.ru/innovativeeducationalprojects/tpost/s6m4givp31-molodezhi-universiteta-interesni-stazhir,18.09.2023,Молодежи университета интересны стажировки и практика,"Заместитель проректора ТГУ по образовательной деятельности, директор Института образования ТГУ Елена Суханова встретилась со студентами Томского госуниверситета, поступившими на программы пилотного проекта по совершенствованию модели высшего образования. Елена Анатольевна обсудила с первокурсниками, чем отличается их обучение от обычных программ бакалавриата и специалитета, и попросила помочь в реализации «пилота» в Томском государственном университете. Как показал опрос, проведенный во время встреч со студентами, большинство первокурсников пилотных программ поступали на эти программы в ТГУ целенаправленно. Студенты отмечали, что, в общем, понимают, в чем заключается суть эксперимента, и поддерживают происходящие перемены. Отвечая на вопрос о том, каким они видят качественное университетское образование, студенты разных специальностей демонстрировали разные приоритеты. Например, для будущих юристов самой ценной является возможность изучать именно то, что пригодится в будущем в профессиональной деятельности. Химики и айтишники преимущественно голосовали за практики и стажировки в компаниях. Для студентов пилотных программ ИЭМ и ФилФ очень важно в процессе обучения знакомиться с настоящими профессионалами, экспертами.На встречах со студентами Елена Суханова еще раз обозначила основные отличия пилотных программ: увеличенное количество практической подготовки, получение дополнительных квалификаций, возможность включиться в профессиональную деятельность уже во время обучения, разные формы аттестации.Молодежь, в свою очередь, задавала точные и действительно важные вопросы по реализации «пилота». В частности, студентов очень интересует всё, что связано с участием работодателей: как будет организована практика; где узнать список работодателей, взаимодействующих с программой; как практическая работа будет встраиваться в обучение. Каждая специальность имеет собственную специфику, и получить детальные ответы на эти вопросы студенты могут у руководителей образовательных программ или у деканов. Лучшие практики пилотных образовательных программ в Томском государственном университете планируют распространять на все реализуемые в университете программы уже в ближайшее время, не дожидаясь 2025 года, когда на новую систему перейдут все российские вузы. Как подчеркнула Елена Анатольевна, российским студентам предстоит стать не просто обучающимися, а действительно субъектами образования — с возможностью выбирать собственные траектории подготовки и реализовывать свое право на качественное востребованное образование. Слайд из презентации Е.А. Сухановой"
https://io.tsu.ru/model-razvitia-ped-obrazovania/tpost/7efxf9hhy1-na-forume-v-tgu-obsudyat-pilotnii-eksper,10.09.2023,На форуме в ТГУ обсудят пилотный эксперимент в образовании,"16–18 ноября 2023 года в Томске пройдет Второй всероссийский форум «Преобразование образования». Ключевая тема — управленческие стратегии и экспериментальные практики формирования новых контуров системы образования.Участники обсудят, как пилотный эксперимент по изменению уровней профессионального образования, реализуемый на базе шести ведущих университетов России, меняет роль университетов в решении национальных задач развития. Изменения в системе высшего образования будут рассмотрены в контексте развития всех субъектов образовательной экосистемы – общего образования, сферы дополнительного профессионального и непрерывного образования, субъектов развития рынка труда, предпринимательских сообществ. В первый день пройдут установочные дискуссии и обсуждение кейсов пилотных вузов. Во второй день участники форума представят практики, инструменты и ресурсы для трансформации образования. Третий день форума будет посвящен генерации управленческих решений на основе исследовательских данных.Предфорумная программа включает фестиваль гибких навыков SoftFest, где студенты российских вузов смогу прокачать свои софт-скиллз и принять участие в разработке образовательных игр. Параллельно основной программе пройдет междисциплинарная Школа молодых исследователей высшего образования, в которой примут участие студенты разных специальностей.Форум пройдет в гибридном формате. К участию приглашаются как исследователи, визионеры, так и практики из образовательной сферы.Регистрация продлится до 25 сентября."
https://io.tsu.ru/k21center/tpost/rarnjs3ac1-tsrsk-tgu-provel-dlya-shkolnikov-chempio,05.09.2023,ЦРСК ТГУ провел для школьников чемпионат по конструированию «Куб и Шар»,"В конце лета для ребят из Летней физматшколы специалисты ЦРСК ТГУ провели чемпионат по конструированию из Куборо «Куб и Шар». В решении задач чемпионата используются деревянные элементы конструктора Куборо, из которых участники должны построить трассу для небольшого шарика. В рамках чемпионата командам пришлось решать самые разные задания. Классическая задача — построить самую длинную трассу. Но в некоторых случаях нужно проложить такой путь для шарика, чтобы он правильное количество раз прокатился в правильном месте. Еще один вариант — построить трассу из кубиков, количество которых ограничено их «стоимостью», и т.д. Школьники из ЛФМШ, в основном, уже имели опыт конструирования с Куборо, и им очень понравилось участвовать в этих захватывающих соревнованиях. А большой чемпионат для всех желающих Центр развития современных компетенций детей и молодежи ТГУ планирует провести в октябре 2023 года."
https://io.tsu.ru/sociologyofeducationcentre/tpost/hf8yokn861-v-noyabre-v-tgu-proidet-shkola-molodih-i,04.09.2023,В ноябре в ТГУ пройдет Школа молодых исследователей образования,"В рамках предстоящего форума «Преобразование образования» с 16 по 18 ноября в Томске пройдет Школа молодых исследователей образования. Участники школы — студенты — увидят спектр возможностей для своего исследовательского самоопределения: встретятся с ведущими исследователями, познакомятся с возможностями использования собранных данных, смогут определить площадки для собственных экспериментов.К участию в школе приглашаются студенты, которые хотят проводить исследования в области образования. Цель школы — самоопределение студентов в образовании как исследовательском поле, формирование активного сообщества исследователей образования.Программа школы включает междисциплинарную нетворкинг-сессию, конференцию с докладами, проектную сессию с представлением карты исследований, в которые можно включаться. И конечно, участие в мероприятиях форума «Преобразование образования». Подать заявку на Школу МИО можно до 25 снтября 2023 по ссылке: https://io.tsu.ru/registration/school-mio"
https://io.tsu.ru/bachelor-of-education/tpost/axm4u0f481-privet-pervokursniki,01.09.2023,"Привет, первокурсники!","1 сентября Институт образования ТГУ приветствовал первокурсников образовательной программы «Образование в новой социокультурной и цифровой реальности».Студенты 2 курса подготовили для новобранцев педбакалавриата различные активности на знакомство и работу в команде. После небольшой официальной части первокурсники получили студенческие билеты.На встрече директор ИО ТГУ Елена Суханова рассказала, чем отличается обучение в Институте образования: здесь студенты не просто посещают лекции и семинары, но и принимают участие в текущих проектах, получая новые навыки сразу из практики. Заместитель директора Сергей Степанов обратил внимание первокурсников на то, как важно подходить к образованию с любовью: «В образовании нельзя быть “пустым”. Ты должен доносить людям то, что ты любишь и умеешь: делать это ценным, значимым и понятным, а главное — полезным кому-то еще. Это и есть ваша задача как профессионалов».Профессор ТГУ Лариса Смышляева напутствовала студентов пожеланием не бояться задавать вопросы: «Задавайте вопросы, даже если на них нет ответа. Возможно, этот ответ найдете вы. Не бойтесь пробовать и ошибаться: опыт — это багаж, который будет помогать всю жизнь».В первые дни учебы первокурсники ИО вместе с другими новобранцами ТГУ включаются в курс «Погружение в университетскую среду». Также их ждет серия знакомств с преподавателями и тьюторами."
https://io.tsu.ru/tutorcenter/tpost/e2db1shzt1-tyutorskaya-sluzhba-pogruzhaet-pervokurs,01.09.2023,Тьюторская служба «погружает» первокурсников в университетскую жизнь,"В этом году курс «Погружение в университетскую среду» пройдет со 2 по 9 сентября. Он начнется с двух очных встреч, где сотрудники Тьюторской службы ТГУ помогут учащимся понять, в каких направлениях каждый студент может развиваться во время обучения в вузе.В онлайн-модулях «Погружения» студенты познакомятся с деятельностью подразделений ТГУ, которые предлагают молодежи научную, предпринимательскую, общественную и иные виды деятельности. Нововведение этого года – встречи первокурсников со студентами, выпускниками, сотрудниками университета, у которых сложились интересные образовательные и карьерные траектории. Спикеры расскажут о навыках, которые они приобрели за время студенчества и смогли позже капитализировать в профессиональной деятельности. Для слушателей это станет отличной мотивацией на активное включение в различные активности помимо учёбы.Также у студентов будет возможность посетить лекцию по истории университета. Ее прочтет проректор ТГУ по образовательной деятельности Евгений Луков.За выполнение заданий курса студенты будут получать баллы и зарабатывать рейтинг. Студентов с самыми высокими баллами наградят подарками с символикой ТГУ.Для получения оперативной информации — группа курса в ВК.Разработчики курса – сотрудники Тьюторской службы и Института дистанционного образования ТГУ."
https://io.tsu.ru/sociologyofeducationcentre/tpost/42l2k236b1-longityudnoe-issledovanie-opredelit-fakt,30.08.2023,Лонгитюдное исследование определит факторы успешности студентов ТГУ,"Лонгитюдный проект «Исследование социальных и психологических предикторов образовательной успешности студента и выпускника ТГУ» запущен в 2023 году. Работа продлится в течение шести лет. Предполагается, что в результате исследователи изучат образовательные траектории студента университета от поступления до выпуска и трудоустройства, а также выяснят, какие факторы становятся определяющими для успешности этих траекторий. Проект реализует Институт образования совместно с факультетом психологии и Институтом дистанционного образования. Начало этих исследований было положено университетскими социологами еще в 2020 году: в начале учебного года первокурсников спрашивали о том, с какими ожиданиями и каким бэкграундом они приходят в университет, а в конце — насколько совпали ожидания и реальность. Анонимное анкетирование с тех пор проводится ежегодно, а собранные данные рассылаются по факультетам, обсуждаются с деканами и руководителями образовательных программ. Работа в предыдущие годы позволила исследователям центра набраться опыта, найти более точные формулировки вопросов, подобрать инструменты для работы со студентами. Первичное анкетирование проводится в рамках курса «Погружение в университетскую среду», который проходят почти все первокурсники ТГУ.С сентября 2023 года социологическое исследование дополнится психологическим портретом обучающихся. Подключение психологов позволит оценить, насколько образовательные результаты студента зависят от особенностей личности, а не от возможностей, которые обеспечивает вуз. Команду психологов возглавляет декан факультета психологии Дмитрий Баланёв. Административные данные по студентам формирует группа Института дистанционного образования ТГУ под руководством Артёма Фещенко. Помимо организации анкетирования сотрудники Центра социологии образования также консультируют учебные подразделения по полученным результатам. В планах — разработать единую модель сбора и представления данных, чтобы эти материалы были понятны и могли сразу использоваться в работе РОПов, деканатов, проректоров. — Образование намного шире, чем лекции и семинары: это вся университетская среда, которая должна быть настроена на студента. Потому что от удовлетворенности обучающегося зависят и его образовательные результаты, и дальнейшее трудоустройство — и, в конечном счете, успех вуза как образовательного учреждения. Это не значит, что вуз должен делать всё так, как хочет студент. Но вузу нужно понимать студентов, их интересы и мотивы, чтобы принимать максимально эффективные управленческие решения, — говорит Мария Абрамова."
https://io.tsu.ru/k21center/tpost/p9prpc0b81-razrabotki-tsrsk-tgu-pomogut-vovlekat-sh,25.08.2023,Разработки ЦРСК ТГУ помогут вовлекать школьников в науку и среду Большого университета,"Центр развития современных компетенций детей и молодежи (ЦРСК) ТГУ представил свои образовательные разработки на томском форуме «Август.PRO». Сотрудники ЦРСК рассказали, как проект «Вовлечение школьников в науку и среду Большого университета Томска», реализуемый с сентября 2023 года, решает задачи развития инженерного образования в России. Надежда Владимировна пояснила различия между четырьмя «ипостасями» инженера. Инженер-исполнитель понимает, как все устроено; применяет существующие знания и алгоритмы, решая поставленные задачи. Инженер-разработчик работает на более высоком уровне сложности: в процессе решения задач он перепроектирует, «перепридумывает» узловые части системы. Это другой образ мышления и другой результат. Инженер-исследователь переходит уже к проектированию целостных законченных систем, отходя от привычных стереотипов. Но самые прорывные проекты — дело рук метаинженера, который действует, стыкуя — часто неожиданно — различные дисциплины и перенося знание и способ действия из одной дисциплины в другую. Именно такое «метамышление» и связанные с ним способы междисциплинарной инженерии жизненно необходимы для успешного технологического будущего страны. Существенную роль в погружении школьников в инженерное образование играют университеты. Важно не просто выявить и поддержать научный потенциал школьников, но и повысить их мотивацию, осознанность дальнейшего включения в перспективные научные и профессиональные практики. Эти задачи решаются в рамках проекта «Вовлечение школьников в науку и среду Большого университета Томска»."
https://io.tsu.ru/tutorcenter/tpost/4d4jjibh01-na-softfest-studenti-sozdadut-novie-tehn,22.08.2023,На SoftFest студенты создадут новые технологии и решения для образования,"СофтФест — фестиваль гибких навыков, ежегодно собирающий в Томском государственном университете студенческие команды, которые будут создавать новые технологии прокачки софт- и селф-скилов.В результате участия в фестивале-чемпионате студенты познакомятся с различными софт-скилами, попрактикуются в их проработке; с помощью образовательных мастер-классов научатся разрабатывать образовательные игры, создадут собственный прототип и даже протестируют его на других участниках. Фестиваль пройдет в несколько этапов:28 сентября состоится организационное собрание в режиме онлайн, на котором будет представлена тематика, формат чемпионата и подробно рассказано об образовательном модуле. — Заочный отборочный этапСо 2 по 15 октября 2023 г. — тестирование, серия образовательных онлайн-мероприятий (лекций и мастер-классов), направленных на развитие soft skills и разработку образовательных игр, разработка командами концепта образовательной игры.По результатам отбора 10 лучших команд пройдут в основной этап чемпионата. — Очный основной этапС 13 по 15 ноября 2023 г. — состязание по разработке прототипа образовательной игры, направленной на развитие soft skills, с последующей презентацией своего проекта жюри (питчинг). А также серия мастер-классов, направленных на развитие навыков командной работы, создание прототипов игр и подготовки устных выступлений.Три команды, предложившие лучшие игровые проекты, станут финалистами чемпионата. — Очно-заочный рефлексивный этап С 16 по 18 ноября 2023 г. пройдет Второй томский форум «Преобразование образования», в рамках которого будут организованы круглые столы и дидактические лаборатории, посвященные разработке, проведению и концептуальному содержанию фестиваля. В чемпионате фестивале-чемпионате «SoftFest» могут принимать участие команды студентов бакалавриата и магистратуры (5–8 человек в команде). К участию в образовательных мероприятиях фестиваля приглашаются все желающие студенты. Соорганизаторами фестиваля-чемпионата выступают:Томский государственный университет;Университетская национальная инициатива качества образования (УНИКО);Томский консорциум научно-образовательных и научных организаций (Большой университет);Консорциум вузов по развитию универсальных компетенций;Томский государственный университет систем управления и радиоэлектроники;АНО «Россия — страна возможностей»."
